,age,gender,alter_age,alter_gender,cntct_intensity,cntct_rate,pop,alter_age_strata,part,mu,y,y_strata,cntct_intensity_strata,pop_strata,cntct_rate_strata
2489,20,Female,18,Male,0.14850094614713172,3.5042486359977656e-07,423774,15-19,21.0,3.0,4,35,1.7624869599475,2138063,8.243381789720414e-07
2490,20,Female,19,Female,0.6455015885943245,1.540172242595797e-06,419110,15-19,21.0,14.0,13,53,2.782776941678281,2038194,1.3653150493418588e-06
2491,20,Female,19,Male,0.6138560539611814,1.4016994543991062e-06,437937,15-19,21.0,13.0,12,35,1.7624869599475,2138063,8.243381789720414e-07
2492,20,Female,20,Female,0.7345159995497571,1.5928402890898934e-06,461136,15-19,21.0,15.0,12,53,2.782776941678281,2038194,1.3653150493418588e-06
2493,20,Female,20,Male,0.7654840004502428,1.5928402890898934e-06,480578,15-19,21.0,16.0,16,35,1.7624869599475,2138063,8.243381789720414e-07
2494,20,Female,21,Female,0.6609952066126233,1.4016994543991062e-06,471567,20-24,21.0,14.0,18,61,2.429706598818749,2383278,1.019480983258667e-06
2495,20,Female,21,Male,0.6889142563453448,1.4016994543991062e-06,491485,20-24,21.0,14.0,17,56,2.5175265738854895,2464328,1.021587456655725e-06
2496,20,Female,22,Female,0.5794108827096124,1.2105586197083188e-06,478631,20-24,21.0,12.0,18,61,2.429706598818749,2383278,1.019480983258667e-06
2497,20,Female,22,Male,0.6030216180284034,1.2105586197083188e-06,498135,20-24,21.0,13.0,12,56,2.5175265738854895,2464328,1.021587456655725e-06
2498,20,Female,23,Female,0.49431262570164614,1.0194177850175319e-06,484897,20-24,21.0,10.0,10,61,2.429706598818749,2383278,1.019480983258667e-06
2499,20,Female,23,Male,0.5124664176172383,1.0194177850175319e-06,502705,20-24,21.0,11.0,12,56,2.5175265738854895,2464328,1.021587456655725e-06
2500,20,Female,24,Female,0.39375375113888084,8.282769503267447e-07,475389,20-24,21.0,8.0,10,61,2.429706598818749,2383278,1.019480983258667e-06
2501,20,Female,24,Male,0.4065796197146905,8.282769503267447e-07,490874,20-24,21.0,9.0,8,56,2.5175265738854895,2464328,1.021587456655725e-06
2502,20,Female,25,Female,0.3012341326559868,6.371361156359574e-07,472794,20-24,21.0,6.0,5,61,2.429706598818749,2383278,1.019480983258667e-06
2503,20,Female,25,Male,0.3065446621798125,6.371361156359574e-07,481129,20-24,21.0,6.0,7,56,2.5175265738854895,2464328,1.021587456655725e-06
2504,20,Female,26,Female,0.24201997634101224,5.097088925087659e-07,474820,25-34,21.0,5.0,4,16,1.0346923853739032,4755925,2.1755860014064627e-07
2505,20,Female,26,Male,0.2463494436739817,5.097088925087659e-07,483314,25-34,21.0,5.0,4,21,1.0506616167435123,4808688,2.184923656397571e-07
2506,20,Female,27,Female,0.24413934591606368,5.097088925087659e-07,478978,25-34,21.0,5.0,3,16,1.0346923853739032,4755925,2.1755860014064627e-07
2507,20,Female,27,Male,0.24788978394714317,5.097088925087659e-07,486336,25-34,21.0,5.0,0,21,1.0506616167435123,4808688,2.184923656397571e-07
2508,20,Female,28,Female,0.25123092573753814,5.097088925087659e-07,492891,25-34,21.0,5.0,4,16,1.0346923853739032,4755925,2.1755860014064627e-07
2509,20,Female,28,Male,0.2554487668230482,5.097088925087659e-07,501166,25-34,21.0,5.0,10,21,1.0506616167435123,4808688,2.184923656397571e-07
2510,20,Female,29,Female,0.25330085355001625,5.097088925087659e-07,496952,25-34,21.0,5.0,5,16,1.0346923853739032,4755925,2.1755860014064627e-07
2511,20,Female,29,Male,0.2566185487313558,5.097088925087659e-07,503461,25-34,21.0,5.0,7,21,1.0506616167435123,4808688,2.184923656397571e-07
2512,20,Female,30,Female,0.009829397513470119,1.9910503613623667e-08,493679,25-34,21.0,0.0,0,16,1.0346923853739032,4755925,2.1755860014064627e-07
2513,20,Female,30,Male,0.00990633169943316,1.9910503613623667e-08,497543,25-34,21.0,0.0,0,21,1.0506616167435123,4808688,2.184923656397571e-07
2514,20,Female,31,Female,0.009584378856000865,1.9910503613623667e-08,481373,25-34,21.0,0.0,0,16,1.0346923853739032,4755925,2.1755860014064627e-07
2515,20,Female,31,Male,0.00965171617922214,1.9910503613623667e-08,484755,25-34,21.0,0.0,0,21,1.0506616167435123,4808688,2.184923656397571e-07
2516,20,Female,32,Female,0.00928357096740624,1.9910503613623667e-08,466265,25-34,21.0,0.0,0,16,1.0346923853739032,4755925,2.1755860014064627e-07
2517,20,Female,32,Male,0.009356363768617648,1.9910503613623667e-08,469921,25-34,21.0,0.0,0,21,1.0506616167435123,4808688,2.184923656397571e-07
2518,20,Female,33,Female,0.009307583034764269,1.9910503613623667e-08,467471,25-34,21.0,0.0,0,16,1.0346923853739032,4755925,2.1755860014064627e-07
2519,20,Female,33,Male,0.009400923475704938,1.9910503613623667e-08,472159,25-34,21.0,0.0,0,21,1.0506616167435123,4808688,2.184923656397571e-07
2520,20,Female,34,Female,0.003036404895753913,6.636834537874557e-09,457508,25-34,21.0,0.0,0,16,1.0346923853739032,4755925,2.1755860014064627e-07
2521,20,Female,34,Male,0.003055950373467953,6.636834537874557e-09,460453,25-34,21.0,0.0,0,21,1.0506616167435123,4808688,2.184923656397571e-07
2522,20,Female,35,Female,0.002959948561877598,6.636834537874557e-09,445988,25-34,21.0,0.0,0,16,1.0346923853739032,4755925,2.1755860014064627e-07
2523,20,Female,35,Male,0.0029837880715376432,6.636834537874557e-09,449580,25-34,21.0,0.0,0,21,1.0506616167435123,4808688,2.184923656397571e-07
2524,20,Female,36,Female,0.0,0.0,450075,35-44,21.0,0.0,0,16,1.147040704502641,5746264,1.996150376144641e-07
2525,20,Female,36,Male,0.0,0.0,451267,35-44,21.0,0.0,0,27,1.1766215432710994,5845040,2.013025647850313e-07
2526,20,Female,37,Female,0.0,0.0,455714,35-44,21.0,0.0,0,16,1.147040704502641,5746264,1.996150376144641e-07
2527,20,Female,37,Male,0.0,0.0,456308,35-44,21.0,0.0,0,27,1.1766215432710994,5845040,2.013025647850313e-07
2528,20,Female,38,Female,0.0,0.0,476139,35-44,21.0,0.0,0,16,1.147040704502641,5746264,1.996150376144641e-07
2529,20,Female,38,Male,0.0,0.0,478102,35-44,21.0,0.0,0,27,1.1766215432710994,5845040,2.013025647850313e-07
2530,20,Female,39,Female,0.005697833949585542,1.061893526059929e-08,536573,35-44,21.0,0.0,0,16,1.147040704502641,5746264,1.996150376144641e-07
2531,20,Female,39,Male,0.005757459271073808,1.061893526059929e-08,542188,35-44,21.0,0.0,0,27,1.1766215432710994,5845040,2.013025647850313e-07
2532,20,Female,40,Female,0.006022486657307845,1.061893526059929e-08,567146,35-44,21.0,0.0,0,16,1.147040704502641,5746264,1.996150376144641e-07
2533,20,Female,40,Male,0.00609824214145696,1.061893526059929e-08,574280,35-44,21.0,0.0,0,27,1.1766215432710994,5845040,2.013025647850313e-07
2534,20,Female,41,Female,0.06334279834429561,1.061893526059929e-07,596508,35-44,21.0,1.0,0,16,1.147040704502641,5746264,1.996150376144641e-07
2535,20,Female,41,Male,0.06460188549814487,1.061893526059929e-07,608365,35-44,21.0,1.0,1,27,1.1766215432710994,5845040,2.013025647850313e-07
2536,20,Female,42,Female,0.06764601566930087,1.061893526059929e-07,637032,35-44,21.0,1.0,0,16,1.147040704502641,5746264,1.996150376144641e-07
2537,20,Female,42,Male,0.0693316654525684,1.061893526059929e-07,652906,35-44,21.0,1.0,2,27,1.1766215432710994,5845040,2.013025647850313e-07
2538,20,Female,43,Female,0.21190701210771,3.1856805781797873e-07,665186,35-44,21.0,4.0,1,16,1.147040704502641,5746264,1.996150376144641e-07
2539,20,Female,43,Male,0.2168295257371134,3.1856805781797873e-07,680638,35-44,21.0,5.0,8,27,1.1766215432710994,5845040,2.013025647850313e-07
2540,20,Female,44,Female,0.57371133911145,8.495148208479432e-07,675340,35-44,21.0,12.0,13,16,1.147040704502641,5746264,1.996150376144641e-07
2541,20,Female,44,Male,0.588309401792901,8.495148208479432e-07,692524,35-44,21.0,12.0,13,27,1.1766215432710994,5845040,2.013025647850313e-07
2542,20,Female,45,Female,0.21871321866299112,3.1856805781797873e-07,686551,35-44,21.0,5.0,2,16,1.147040704502641,5746264,1.996150376144641e-07
2543,20,Female,45,Male,0.22569336337784085,3.1856805781797873e-07,708462,35-44,21.0,5.0,3,27,1.1766215432710994,5845040,2.013025647850313e-07
2544,20,Female,46,Female,0.07403606615171911,1.061893526059929e-07,697208,45-49,21.0,2.0,2,2,0.1633209976702056,2765380,5.905915196833911e-08
2545,20,Female,46,Male,0.07637021431135144,1.061893526059929e-07,719189,45-49,21.0,2.0,0,4,0.1681996126212417,2837950,5.926799718854867e-08
2546,20,Female,47,Female,0.07480349660300262,1.061893526059929e-07,704435,45-49,21.0,2.0,0,2,0.1633209976702056,2765380,5.905915196833911e-08
2547,20,Female,47,Male,0.07703379157578628,1.061893526059929e-07,725438,45-49,21.0,2.0,4,4,0.1681996126212417,2837950,5.926799718854867e-08
2548,20,Female,48,Female,0.007323709746271161,1.061893526059929e-08,689684,45-49,21.0,0.0,0,2,0.1633209976702056,2765380,5.905915196833911e-08
2549,20,Female,48,Male,0.007502298999483919,1.061893526059929e-08,706502,45-49,21.0,0.0,0,4,0.1681996126212417,2837950,5.926799718854867e-08
2550,20,Female,49,Female,0.0071577251692127326,1.061893526059929e-08,674053,45-49,21.0,0.0,0,2,0.1633209976702056,2765380,5.905915196833911e-08
2551,20,Female,49,Male,0.007293307734620065,1.061893526059929e-08,686821,45-49,21.0,0.0,0,4,0.1681996126212417,2837950,5.926799718854867e-08
2552,20,Male,6,Female,0.002922793098694244,8.527851251533237e-09,342735,6-9,22.0,0.0,0,0,0.049669407899718146,1758888,2.8239096463059697e-08
2553,20,Male,6,Male,0.0030772069013057565,8.527851251533237e-09,360842,6-9,22.0,0.0,0,0,0.05233059210028186,1852932,2.824204671314536e-08
2554,20,Male,7,Female,0.011679127672945292,3.396912206804015e-08,343816,6-9,22.0,0.0,0,0,0.049669407899718146,1758888,2.8239096463059697e-08
2555,20,Male,7,Male,0.012320872327054708,3.3969122068040155e-08,362708,6-9,22.0,0.0,0,0,0.05233059210028186,1852932,2.824204671314536e-08
2556,20,Male,8,Female,0.011684179920414307,3.371084801042789e-08,346600,6-9,22.0,0.0,0,0,0.049669407899718146,1758888,2.8239096463059697e-08
2557,20,Male,8,Male,0.012315820079585694,3.371084801042789e-08,365337,6-9,22.0,0.0,0,0,0.05233059210028186,1852932,2.824204671314536e-08
2558,20,Male,9,Female,0.011704939112534996,3.276088241436783e-08,357284,6-9,22.0,0.0,0,0,0.049669407899718146,1758888,2.8239096463059697e-08
2559,20,Male,9,Male,0.012295060887465003,3.276088241436783e-08,375297,6-9,22.0,0.0,0,0,0.05233059210028186,1852932,2.824204671314536e-08
2560,20,Male,10,Female,0.011678368095129298,3.169567921859585e-08,368453,6-9,22.0,0.0,0,0,0.049669407899718146,1758888,2.8239096463059697e-08
2561,20,Male,10,Male,0.012321631904870702,3.169567921859586e-08,388748,6-9,22.0,0.0,0,0,0.05233059210028186,1852932,2.824204671314536e-08
2562,20,Male,11,Female,0.23353259477829838,6.176787375676069e-07,378081,10-14,22.0,5.0,5,27,1.2276447857966455,1929961,6.360982350403172e-07
2563,20,Male,11,Male,0.24646740522170166,6.176787375676069e-07,399022,10-14,22.0,5.0,3,25,1.2923552142033548,2031680,6.361017552977608e-07
2564,20,Male,12,Female,0.23405763236896954,6.118897833527736e-07,382516,10-14,22.0,5.0,6,27,1.2276447857966455,1929961,6.360982350403172e-07
2565,20,Male,12,Male,0.24594236763103045,6.118897833527736e-07,401939,10-14,22.0,5.0,7,25,1.2923552142033548,2031680,6.361017552977608e-07
2566,20,Male,13,Female,0.23401510388580887,5.964022037061427e-07,392378,10-14,22.0,5.0,3,27,1.2276447857966455,1929961,6.360982350403172e-07
2567,20,Male,13,Male,0.24598489611419116,5.964022037061427e-07,412448,10-14,22.0,5.0,3,25,1.2923552142033548,2031680,6.361017552977608e-07
2568,20,Male,14,Female,0.2337418555852403,5.87978053719145e-07,397535,10-14,22.0,5.0,7,27,1.2276447857966455,1929961,6.360982350403172e-07
2569,20,Male,14,Male,0.2462581444147598,5.879780537191451e-07,418822,10-14,22.0,5.0,4,25,1.2923552142033548,2031680,6.361017552977608e-07
2570,20,Male,15,Female,0.2922975991783284,7.703171138785467e-07,379451,10-14,22.0,6.0,6,27,1.2276447857966455,1929961,6.360982350403172e-07
2571,20,Male,15,Male,0.3077024008216716,7.703171138785467e-07,399449,10-14,22.0,7.0,8,25,1.2923552142033548,2031680,6.361017552977608e-07
2572,20,Male,16,Female,0.3801142177244456,1.0153843750569528e-06,374355,15-19,22.0,8.0,9,66,2.782776941678281,2038194,1.3653150493418588e-06
2573,20,Male,16,Male,0.3998857822755545,1.0153843750569526e-06,393827,15-19,22.0,9.0,8,64,2.9172230583217194,2138063,1.364423339406612e-06
2574,20,Male,17,Female,0.4663516480142465,1.2281428944257665e-06,379721,15-19,22.0,10.0,14,66,2.782776941678281,2038194,1.3653150493418588e-06
2575,20,Male,17,Male,0.49364835198575346,1.2281428944257663e-06,401947,15-19,22.0,11.0,9,64,2.9172230583217194,2138063,1.364423339406612e-06
2576,20,Male,18,Female,0.5562934877955067,1.3774004828151163e-06,403872,15-19,22.0,12.0,10,66,2.782776941678281,2038194,1.3653150493418588e-06
2577,20,Male,18,Male,0.5837065122044932,1.3774004828151165e-06,423774,15-19,22.0,13.0,15,64,2.9172230583217194,2138063,1.364423339406612e-06
2578,20,Male,19,Female,0.6455015885943245,1.540172242595797e-06,419110,15-19,22.0,14.0,17,66,2.782776941678281,2038194,1.3653150493418588e-06
2579,20,Male,19,Male,0.6744984114056755,1.5401722425957968e-06,437937,15-19,22.0,15.0,16,64,2.9172230583217194,2138063,1.364423339406612e-06
2580,20,Male,20,Female,0.7345159995497571,1.5928402890898934e-06,461136,15-19,22.0,16.0,16,66,2.782776941678281,2038194,1.3653150493418588e-06
2581,20,Male,20,Male,0.7654840004502429,1.5928402890898937e-06,480578,15-19,22.0,17.0,16,64,2.9172230583217194,2138063,1.364423339406612e-06
2582,20,Male,21,Female,0.6463497713519104,1.3706424990550874e-06,471567,20-24,22.0,14.0,19,60,2.357441614672993,2383278,9.891593069180319e-07
2583,20,Male,21,Male,0.6889142563453449,1.4016994543991065e-06,491485,20-24,22.0,15.0,20,64,2.5175265738854895,2464328,1.021587456655725e-06
2584,20,Male,22,Female,0.5586182770489554,1.1671167915345128e-06,478631,20-24,22.0,12.0,8,60,2.357441614672993,2383278,9.891593069180319e-07
2585,20,Male,22,Male,0.6030216180284035,1.210558619708319e-06,498135,20-24,22.0,13.0,12,64,2.5175265738854895,2464328,1.021587456655725e-06
2586,20,Male,23,Female,0.47134485349361377,9.720514944279172e-07,484897,20-24,22.0,10.0,14,60,2.357441614672993,2383278,9.891593069180319e-07
2587,20,Male,23,Male,0.5124664176172383,1.0194177850175319e-06,502705,20-24,22.0,11.0,14,64,2.5175265738854895,2464328,1.021587456655725e-06
2588,20,Male,24,Female,0.38374999353178174,8.072336413585121e-07,475389,20-24,22.0,8.0,10,60,2.357441614672993,2383278,9.891593069180319e-07
2589,20,Male,24,Male,0.4065796197146905,8.282769503267447e-07,490874,20-24,22.0,9.0,10,64,2.5175265738854895,2464328,1.021587456655725e-06
2590,20,Male,25,Female,0.29737871924673165,6.289815844675094e-07,472794,20-24,22.0,7.0,9,60,2.357441614672993,2383278,9.891593069180319e-07
2591,20,Male,25,Male,0.3065446621798126,6.371361156359575e-07,481129,20-24,22.0,7.0,8,64,2.5175265738854895,2464328,1.021587456655725e-06
2592,20,Male,26,Female,0.2378723644083187,5.009737677610857e-07,474820,25-34,22.0,5.0,8,27,1.006266426783099,4755925,2.1158164327299083e-07
2593,20,Male,26,Male,0.2463494436739817,5.097088925087659e-07,483314,25-34,22.0,5.0,3,24,1.0506616167435123,4808688,2.184923656397571e-07
2594,20,Male,27,Female,0.23817062634541716,4.97247527747448e-07,478978,25-34,22.0,5.0,8,27,1.006266426783099,4755925,2.1158164327299083e-07
2595,20,Male,27,Male,0.24788978394714317,5.097088925087659e-07,486336,25-34,22.0,5.0,7,24,1.0506616167435123,4808688,2.184923656397571e-07
2596,20,Male,28,Female,0.2380021266386133,4.82869694594978e-07,492891,25-34,22.0,5.0,9,27,1.006266426783099,4755925,2.1158164327299083e-07
2597,20,Male,28,Male,0.2554487668230482,5.097088925087659e-07,501166,25-34,22.0,6.0,7,24,1.0506616167435123,4808688,2.184923656397571e-07
2598,20,Male,29,Female,0.23843848490573397,4.798018418393205e-07,496952,25-34,22.0,5.0,2,27,1.006266426783099,4755925,2.1158164327299083e-07
2599,20,Male,29,Male,0.2566185487313558,5.097088925087659e-07,503461,25-34,22.0,6.0,7,24,1.0506616167435123,4808688,2.184923656397571e-07
2600,20,Male,30,Female,0.011953221377249496,2.4212537655540332e-08,493679,25-34,22.0,0.0,0,27,1.006266426783099,4755925,2.1158164327299083e-07
2601,20,Male,30,Male,0.009906331699433162,1.991050361362367e-08,497543,25-34,22.0,0.0,0,24,1.0506616167435123,4808688,2.184923656397571e-07
2602,20,Male,31,Female,0.01195799314376563,2.484142887898912e-08,481373,25-34,22.0,0.0,0,27,1.006266426783099,4755925,2.1158164327299083e-07
2603,20,Male,31,Male,0.009651716179222142,1.991050361362367e-08,484755,25-34,22.0,0.0,0,24,1.0506616167435123,4808688,2.184923656397571e-07
2604,20,Male,32,Female,0.01195313751754459,2.5635931321339988e-08,466265,25-34,22.0,0.0,0,27,1.006266426783099,4755925,2.1158164327299083e-07
2605,20,Male,32,Male,0.009356363768617648,1.991050361362367e-08,469921,25-34,22.0,0.0,0,24,1.0506616167435123,4808688,2.184923656397571e-07
2606,20,Male,33,Female,0.011940129625490885,2.5541968647233487e-08,467471,25-34,22.0,0.0,0,27,1.006266426783099,4755925,2.1158164327299083e-07
2607,20,Male,33,Male,0.00940092347570494,1.991050361362367e-08,472159,25-34,22.0,0.0,0,24,1.0506616167435123,4808688,2.184923656397571e-07
2608,20,Male,34,Female,0.002990375408105573,6.536225395196528e-09,457508,25-34,22.0,0.0,0,27,1.006266426783099,4755925,2.1158164327299083e-07
2609,20,Male,34,Male,0.0030559503734679536,6.6368345378745574e-09,460453,25-34,22.0,0.0,0,24,1.0506616167435123,4808688,2.184923656397571e-07
2610,20,Male,35,Female,0.0029879674128597718,6.699658764046951e-09,445988,25-34,22.0,0.0,0,27,1.006266426783099,4755925,2.1158164327299083e-07
2611,20,Male,35,Male,0.0029837880715376437,6.6368345378745574e-09,449580,25-34,22.0,0.0,0,24,1.0506616167435123,4808688,2.184923656397571e-07
2612,20,Male,36,Female,0.0,0.0,450075,35-44,22.0,0.0,0,14,0.7997321031407031,5746264,1.3917427099428483e-07
2613,20,Male,36,Male,0.0,0.0,451267,35-44,22.0,0.0,0,22,1.1766215432710996,5845040,2.0130256478503135e-07
2614,20,Male,37,Female,0.0,0.0,455714,35-44,22.0,0.0,0,14,0.7997321031407031,5746264,1.3917427099428483e-07
2615,20,Male,37,Male,0.0,0.0,456308,35-44,22.0,0.0,0,22,1.1766215432710996,5845040,2.0130256478503135e-07
2616,20,Male,38,Female,0.0,0.0,476139,35-44,22.0,0.0,0,14,0.7997321031407031,5746264,1.3917427099428483e-07
2617,20,Male,38,Male,0.0,0.0,478102,35-44,22.0,0.0,0,22,1.1766215432710996,5845040,2.0130256478503135e-07
2618,20,Male,39,Female,0.004973974772910775,9.269893887524671e-09,536573,35-44,22.0,0.0,0,14,0.7997321031407031,5746264,1.3917427099428483e-07
2619,20,Male,39,Male,0.005757459271073809,1.0618935260599291e-08,542188,35-44,22.0,0.0,0,22,1.1766215432710996,5845040,2.0130256478503135e-07
2620,20,Male,40,Female,0.004968749616707522,8.760970925841885e-09,567146,35-44,22.0,0.0,0,14,0.7997321031407031,5746264,1.3917427099428483e-07
2621,20,Male,40,Male,0.006098242141456961,1.0618935260599291e-08,574280,35-44,22.0,0.0,0,22,1.1766215432710996,5845040,2.0130256478503135e-07
2622,20,Male,41,Female,0.04950795644022233,8.299629919501889e-08,596508,35-44,22.0,1.0,2,14,0.7997321031407031,5746264,1.3917427099428483e-07
2623,20,Male,41,Male,0.06460188549814488,1.0618935260599292e-07,608365,35-44,22.0,1.0,1,22,1.1766215432710996,5845040,2.0130256478503135e-07
2624,20,Male,42,Female,0.04938469910956961,7.752310576167227e-08,637032,35-44,22.0,1.0,2,14,0.7997321031407031,5746264,1.3917427099428483e-07
2625,20,Male,42,Male,0.06933166545256841,1.0618935260599292e-07,652906,35-44,22.0,2.0,2,22,1.1766215432710996,5845040,2.0130256478503135e-07
2626,20,Male,43,Female,0.14827778372209147,2.2291176260788933e-07,665186,35-44,22.0,3.0,3,14,0.7997321031407031,5746264,1.3917427099428483e-07
2627,20,Male,43,Male,0.21682952573711345,3.185680578179788e-07,680638,35-44,22.0,5.0,2,22,1.1766215432710996,5845040,2.0130256478503135e-07
2628,20,Male,44,Female,0.3949749390290263,5.848534649643532e-07,675340,35-44,22.0,9.0,3,14,0.7997321031407031,5746264,1.3917427099428483e-07
2629,20,Male,44,Male,0.5883094017929011,8.495148208479434e-07,692524,35-44,22.0,13.0,14,22,1.1766215432710996,5845040,2.0130256478503135e-07
2630,20,Male,45,Female,0.14764400045017503,2.1505175937428542e-07,686551,35-44,22.0,3.0,4,14,0.7997321031407031,5746264,1.3917427099428483e-07
2631,20,Male,45,Male,0.22569336337784088,3.185680578179788e-07,708462,35-44,22.0,5.0,3,22,1.1766215432710996,5845040,2.0130256478503135e-07
2632,20,Male,46,Female,0.04922405229607236,7.060167453051652e-08,697208,45-49,22.0,1.0,1,2,0.10838247704635606,2765380,3.9192616221407566e-08
2633,20,Male,46,Male,0.07637021431135144,1.0618935260599292e-07,719189,45-49,22.0,2.0,1,6,0.16819961262124172,2837950,5.926799718854868e-08
2634,20,Male,47,Female,0.049265564144507945,6.99362810543314e-08,704435,45-49,22.0,1.0,1,2,0.10838247704635606,2765380,3.9192616221407566e-08
2635,20,Male,47,Male,0.0770337915757863,1.0618935260599292e-07,725438,45-49,22.0,2.0,5,6,0.16819961262124172,2837950,5.926799718854868e-08
2636,20,Male,48,Female,0.004939771635011381,7.162369483722083e-09,689684,45-49,22.0,0.0,0,2,0.10838247704635606,2765380,3.9192616221407566e-08
2637,20,Male,48,Male,0.00750229899948392,1.0618935260599291e-08,706502,45-49,22.0,0.0,0,6,0.16819961262124172,2837950,5.926799718854868e-08
2638,20,Male,49,Female,0.0049530889707643765,7.348218865229257e-09,674053,45-49,22.0,0.0,0,2,0.10838247704635606,2765380,3.9192616221407566e-08
2639,20,Male,49,Male,0.007293307734620066,1.0618935260599291e-08,686821,45-49,22.0,0.0,0,6,0.16819961262124172,2837950,5.926799718854868e-08
2640,21,Female,6,Female,0.002922793098694244,8.527851251533237e-09,342735,6-9,22.0,0.0,0,0,0.04091006214500917,1758888,2.3259048981520807e-08
2641,21,Female,6,Male,0.00011240576832818996,3.115096588761562e-10,360842,6-9,22.0,0.0,0,0,0.002205429198008,1852932,1.1902375251806325e-09
2642,21,Female,7,Female,0.002919781918236323,8.492280517010037e-09,343816,6-9,22.0,0.0,0,0,0.04091006214500917,1758888,2.3259048981520807e-08
2643,21,Female,7,Male,0.00011298704535165286,3.115096588761562e-10,362708,6-9,22.0,0.0,0,0,0.002205429198008,1852932,1.1902375251806325e-09
2644,21,Female,8,Female,0.011684179920414307,3.371084801042789e-08,346600,6-9,22.0,0.0,0,0,0.04091006214500917,1758888,2.3259048981520807e-08
2645,21,Female,8,Male,0.0003793533474827943,1.0383655295871874e-09,365337,6-9,22.0,0.0,0,0,0.002205429198008,1852932,1.1902375251806325e-09
2646,21,Female,9,Female,0.011704939112534996,3.276088241436783e-08,357284,6-9,22.0,0.0,0,0,0.04091006214500917,1758888,2.3259048981520807e-08
2647,21,Female,9,Male,0.0003896954681574827,1.0383655295871874e-09,375297,6-9,22.0,0.0,0,0,0.002205429198008,1852932,1.1902375251806325e-09
2648,21,Female,10,Female,0.011678368095129298,3.169567921859585e-08,368453,6-9,22.0,0.0,0,0,0.04091006214500917,1758888,2.3259048981520807e-08
2649,21,Female,10,Male,0.00121098756868788,3.1150965887615626e-09,388748,6-9,22.0,0.0,0,0,0.002205429198008,1852932,1.1902375251806325e-09
2650,21,Female,11,Female,0.011676629738914918,3.088393687838034e-08,378081,10-14,22.0,0.0,0,26,0.9473293009215964,1929961,4.908541161824494e-07
2651,21,Female,11,Male,0.006214960355204081,1.5575482943807812e-08,399022,10-14,22.0,0.0,0,0,0.21008304328322874,2031680,1.0340360848323985e-07
2652,21,Female,12,Female,0.23405763236896954,6.118897833527736e-07,382516,10-14,22.0,5.0,6,26,0.9473293009215964,1929961,4.908541161824494e-07
2653,21,Female,12,Male,0.006260394038951168,1.5575482943807812e-08,401939,10-14,22.0,0.0,0,0,0.21008304328322874,2031680,1.0340360848323985e-07
2654,21,Female,13,Female,0.23401510388580887,5.964022037061427e-07,392378,10-14,22.0,5.0,6,26,0.9473293009215964,1929961,4.908541161824494e-07
2655,21,Female,13,Male,0.051392614313661156,1.246038635504625e-07,412448,10-14,22.0,1.0,0,0,0.21008304328322874,2031680,1.0340360848323985e-07
2656,21,Female,14,Female,0.2337418555852403,5.87978053719145e-07,397535,10-14,22.0,5.0,11,26,0.9473293009215964,1929961,4.908541161824494e-07
2657,21,Female,14,Male,0.06740800081407858,1.6094665708601404e-07,418822,10-14,22.0,1.0,0,0,0.21008304328322874,2031680,1.0340360848323985e-07
2658,21,Female,15,Female,0.23383807934266276,6.162536911028374e-07,379451,10-14,22.0,5.0,3,26,0.9473293009215964,1929961,4.908541161824494e-07
2659,21,Female,15,Male,0.07880707376133377,1.9728945062156562e-07,399449,10-14,22.0,2.0,0,0,0.21008304328322874,2031680,1.0340360848323985e-07
2660,21,Female,16,Female,0.2923955520957273,7.810649038899636e-07,374355,15-19,22.0,6.0,7,57,2.3436166643392458,2038194,1.1498496533397928e-06
2661,21,Female,16,Male,0.09201068581966498,2.3363224415711717e-07,393827,15-19,22.0,2.0,1,29,1.5074386066380634,2138063,7.050487317904399e-07
2662,21,Female,17,Female,0.3789107140115753,9.978661017209353e-07,379721,15-19,22.0,8.0,10,57,2.3436166643392458,2038194,1.1498496533397928e-06
2663,21,Female,17,Male,0.10851565647545512,2.6997503769266875e-07,401947,15-19,22.0,2.0,2,29,1.5074386066380634,2138063,7.050487317904399e-07
2664,21,Female,18,Female,0.4684576739330584,1.1599161960548352e-06,403872,15-19,22.0,10.0,12,57,2.3436166643392458,2038194,1.1498496533397928e-06
2665,21,Female,18,Male,0.12980953261090786,3.0631783122822035e-07,423774,15-19,22.0,3.0,2,29,1.5074386066380634,2138063,7.050487317904399e-07
2666,21,Female,19,Female,0.5574786446950983,1.3301487549690972e-06,419110,15-19,22.0,12.0,14,57,2.3436166643392458,2038194,1.1498496533397928e-06
2667,21,Female,19,Male,0.5184021008211395,1.1837367037293937e-06,437937,15-19,22.0,11.0,11,29,1.5074386066380634,2138063,7.050487317904399e-07
2668,21,Female,20,Female,0.6463740796037862,1.4016994543991062e-06,461136,15-19,22.0,14.0,14,57,2.3436166643392458,2038194,1.1498496533397928e-06
2669,21,Female,20,Male,0.6587006309108958,1.3706424990550874e-06,480578,15-19,22.0,14.0,13,29,1.5074386066380634,2138063,7.050487317904399e-07
2670,21,Female,21,Female,0.7344883765362618,1.557548294380781e-06,471567,20-24,22.0,16.0,13,46,2.8213209255574982,2383278,1.1837985017096194e-06
2671,21,Female,21,Male,0.7655116234637382,1.557548294380781e-06,491485,20-24,22.0,17.0,15,69,2.9223438194406945,2464328,1.1858583027262178e-06
